type,gender,vage,age,branch,ee,num,cost,sev
新车,F,0,18,北京,1,0,0,0
新车,F,0,18,北京,1,0,0,0
新车,F,0,18,北京,1,1,1190,1190
新车,F,0,18,北京,1,0,0,0
新车,F,0,18,北京,1,1,680,680
新车,F,0,18,北京,1,2,4534,2267
新车,F,0,18,北京,1,1,790.5,790.5
新车,F,0,18,北京,1,0,0,0
新车,F,0,18,北京,1,1,3751.05,3751.05
新车,F,0,18,北京,1,0,0,0
新车,F,0,18,上海,1,0,0,0
新车,F,0,18,上海,1,2,2167.5,1083.75
新车,F,0,18,重庆,1,0,0,0
新车,F,0,19,北京,1,1,1555.5,1555.5
新车,F,0,19,北京,1,2,1445,722.5
新车,F,0,19,北京,1,1,935,935
新车,F,0,19,北京,1,0,0,0
新车,F,0,19,北京,1,0,0,0
新车,F,0,19,北京,1,0,0,0
新车,F,0,19,北京,1,1,3239.35,3239.35
新车,F,0,19,北京,1,0,0,0
新车,F,0,19,北京,1,3,4940.2,1646.733333
新车,F,0,19,北京,1,1,2295,2295
新车,F,0,19,北京,1,0,0,0
新车,F,0,19,北京,1,1,425,425
新车,F,0,19,北京,1,0,0,0
新车,F,0,19,北京,1,1,937.55,937.55
新车,F,0,19,上海,1,1,2210,2210
新车,F,0,19,上海,1,0,0,0
新车,F,0,19,上海,1,0,0,0
新车,F,0,19,上海,1,1,1105,1105
新车,F,0,19,上海,1,0,0,0
新车,F,0,19,天津,1,1,1190,1190
新车,F,0,20,北京,1,0,0,0
新车,F,0,20,北京,1,0,0,0
新车,F,0,20,北京,1,0,0,0
新车,F,0,20,北京,1,0,0,0
新车,F,0,20,北京,1,2,1343,671.5
新车,F,0,20,北京,1,0,0,0
新车,F,0,20,北京,1,0,0,0
新车,F,0,20,北京,1,0,0,0
新车,F,0,20,北京,1,0,0,0
新车,F,0,20,北京,1,0,0,0
新车,F,0,20,北京,1,0,0,0
新车,F,0,20,北京,1,0,0,0
新车,F,0,20,北京,1,0,0,0
新车,F,0,20,北京,1,1,5933,5933
新车,F,0,20,北京,1,0,0,0
新车,F,0,20,北京,1,1,838.1,838.1
新车,F,0,20,北京,1,1,957.1,957.1
新车,F,0,20,北京,1,0,0,0
新车,F,0,20,北京,1,2,1147.5,573.75
新车,F,0,20,北京,1,2,2210,1105
新车,F,0,20,北京,1,3,1386.5,462.1666667
新车,F,0,20,北京,1,1,1700,1700
新车,F,0,20,上海,1,0,0,0
新车,F,0,20,上海,1,2,1255,627.5
新车,F,0,20,上海,1,1,382.5,382.5
新车,F,0,20,天津,1,0,0,0
新车,F,0,20,天津,1,1,693,693
新车,F,0,20,重庆,1,0,0,0
新车,F,0,20,重庆,1,2,1234.2,617.1
新车,F,0,21,北京,1,0,0,0
新车,F,0,21,北京,1,0,0,0
新车,F,0,21,北京,1,1,982.6,982.6
新车,F,0,21,北京,1,0,0,0
新车,F,0,21,北京,1,0,0,0
新车,F,0,21,北京,1,0,0,0
新车,F,0,21,北京,1,5,8635.15,1727.03
新车,F,0,21,北京,1,0,0,0
新车,F,0,21,北京,1,1,1144.95,1144.95
新车,F,0,21,北京,1,0,0,0
新车,F,0,21,北京,1,1,1357.45,1357.45
新车,F,0,21,北京,1,2,1071.85,535.925
新车,F,0,21,北京,1,2,6897.75,3448.875
新车,F,0,21,北京,1,0,0,0
新车,F,0,21,北京,1,0,0,0
新车,F,0,21,北京,1,0,0,0
新车,F,0,21,北京,1,2,1453.5,726.75
新车,F,0,21,北京,1,0,0,0
新车,F,0,21,北京,1,0,0,0
新车,F,0,21,北京,1,0,0,0
新车,F,0,21,北京,1,0,0,0
新车,F,0,21,北京,1,0,0,0
新车,F,0,21,北京,1,3,2864.5,954.8333333
新车,F,0,21,上海,1,0,0,0
新车,F,0,21,上海,1,1,467.5,467.5
新车,F,0,21,上海,1,3,4632.5,1544.166667
新车,F,0,21,上海,1,0,0,0
新车,F,0,21,上海,1,1,935,935
新车,F,0,21,上海,1,2,3347.5,1673.75
新车,F,0,21,上海,1,0,0,0
新车,F,0,21,上海,1,0,0,0
新车,F,0,21,天津,1,0,0,0
新车,F,0,21,天津,1,0,0,0
新车,F,0,21,天津,1,0,0,0
新车,F,0,21,重庆,1,2,1362.55,681.275
新车,F,0,21,重庆,1,2,1306.45,653.225
新车,F,0,22,北京,1,1,820.25,820.25
新车,F,0,22,北京,1,0,0,0
新车,F,0,22,北京,1,0,0,0
新车,F,0,22,北京,1,0,0,0
新车,F,0,22,北京,1,2,5391,2695.5
新车,F,0,22,北京,1,2,2741.25,1370.625
新车,F,0,22,北京,1,0,0,0
新车,F,0,22,北京,1,0,0,0
新车,F,0,22,北京,1,1,2354.5,2354.5
新车,F,0,22,北京,1,0,0,0
新车,F,0,22,北京,1,0,0,0
新车,F,0,22,北京,1,0,0,0
新车,F,0,22,北京,1,0,0,0
新车,F,0,22,北京,1,1,178.5,178.5
新车,F,0,22,北京,1,0,0,0
新车,F,0,22,北京,1,0,0,0
新车,F,0,22,北京,1,1,7134.9,7134.9
新车,F,0,22,北京,1,1,220.5,220.5
新车,F,0,22,北京,1,0,0,0
新车,F,0,22,北京,1,4,2689.4,672.35
新车,F,0,22,北京,1,0,0,0
新车,F,0,22,北京,1,2,7827.65,3913.825
新车,F,0,22,北京,1,0,0,0
新车,F,0,22,北京,1,1,5251.3,5251.3
新车,F,0,22,北京,1,2,1255,627.5
新车,F,0,22,北京,1,2,3271.65,1635.825
新车,F,0,22,北京,1,0,0,0
新车,F,0,22,北京,1,2,7703.2,3851.6
新车,F,0,22,北京,1,0,0,0
新车,F,0,22,北京,1,1,1110.95,1110.95
新车,F,0,22,北京,1,1,1258,1258
新车,F,0,22,北京,1,0,0,0
新车,F,0,22,北京,1,2,1151.75,575.875
新车,F,0,22,北京,1,2,1334.5,667.25
新车,F,0,22,上海,1,0,0,0
新车,F,0,22,上海,1,0,0,0
新车,F,0,22,上海,1,0,0,0
新车,F,0,22,上海,1,0,0,0
新车,F,0,22,上海,1,1,1020,1020
新车,F,0,22,上海,1,1,722.5,722.5
新车,F,0,22,天津,1,0,0,0
新车,F,0,22,天津,1,1,425,425
新车,F,0,22,重庆,1,0,0,0
新车,F,0,22,重庆,1,0,0,0
新车,F,0,22,重庆,1,2,1432,716
新车,F,0,22,重庆,1,0,0,0
新车,F,0,22,重庆,1,2,1246.95,623.475
新车,F,0,23,北京,1,0,0,0
新车,F,0,23,北京,1,0,0,0
新车,F,0,23,北京,1,2,4671.6,2335.8
新车,F,0,23,北京,1,0,0,0
新车,F,0,23,北京,1,1,2040,2040
新车,F,0,23,北京,1,0,0,0
新车,F,0,23,北京,1,0,0,0
新车,F,0,23,北京,1,2,3740,1870
新车,F,0,23,北京,1,0,0,0
新车,F,0,23,北京,1,0,0,0
新车,F,0,23,北京,1,1,1379,1379
新车,F,0,23,北京,1,0,0,0
新车,F,0,23,北京,1,0,0,0
新车,F,0,23,北京,1,0,0,0
新车,F,0,23,北京,1,3,2240.5,746.8333333
新车,F,0,23,北京,1,3,5975.5,1991.833333
新车,F,0,23,北京,1,0,0,0
新车,F,0,23,北京,1,1,595,595
新车,F,0,23,北京,1,1,340,340
新车,F,0,23,北京,1,0,0,0
新车,F,0,23,北京,1,0,0,0
新车,F,0,23,北京,1,0,0,0
新车,F,0,23,北京,1,1,1897.2,1897.2
新车,F,0,23,北京,1,0,0,0
新车,F,0,23,北京,1,1,1400,1400
新车,F,0,23,北京,1,1,8330,8330
新车,F,0,23,北京,1,0,0,0
新车,F,0,23,北京,1,1,420,420
新车,F,0,23,北京,1,0,0,0
新车,F,0,23,北京,1,1,425,425
新车,F,0,23,北京,1,0,0,0
新车,F,0,23,北京,1,0,0,0
新车,F,0,23,北京,1,2,1530,765
新车,F,0,23,北京,1,3,7610.05,2536.683333
新车,F,0,23,北京,1,1,1700,1700
新车,F,0,23,北京,1,0,0,0
新车,F,0,23,上海,1,1,1870,1870
新车,F,0,23,上海,1,1,4930,4930
新车,F,0,23,上海,1,0,0,0
新车,F,0,23,上海,1,1,313.5,313.5
新车,F,0,23,上海,1,1,765,765
新车,F,0,23,上海,1,3,5984,1994.666667
新车,F,0,23,上海,1,2,3570,1785
新车,F,0,23,天津,1,3,960.5,320.1666667
新车,F,0,23,天津,1,0,0,0
新车,F,0,23,天津,1,1,425,425
新车,F,0,23,重庆,1,0,0,0
新车,F,0,23,重庆,1,0,0,0
新车,F,0,23,重庆,1,0,0,0
新车,F,0,23,重庆,1,0,0,0
新车,F,0,23,重庆,1,0,0,0
新车,F,0,23,重庆,1,0,0,0
新车,F,0,23,重庆,1,0,0,0
新车,F,0,23,重庆,1,0,0,0
新车,F,0,23,重庆,1,1,850,850
新车,F,0,23,重庆,1,2,2181.5,1090.75
新车,F,0,23,重庆,1,2,935,467.5
新车,F,0,24,北京,1,0,0,0
新车,F,0,24,北京,1,0,0,0
新车,F,0,24,北京,1,0,0,0
新车,F,0,24,北京,1,0,0,0
新车,F,0,24,北京,1,1,770,770
新车,F,0,24,北京,1,1,2754,2754
新车,F,0,24,北京,1,0,0,0
新车,F,0,24,北京,1,0,0,0
新车,F,0,24,北京,1,1,1700,1700
新车,F,0,24,北京,1,0,0,0
新车,F,0,24,北京,1,0,0,0
新车,F,0,24,北京,1,1,1275,1275
新车,F,0,24,北京,1,3,2086.75,695.5833333
新车,F,0,24,北京,1,2,578,289
新车,F,0,24,北京,1,0,0,0
新车,F,0,24,北京,1,0,0,0
新车,F,0,24,北京,1,0,0,0
新车,F,0,24,北京,1,0,0,0
新车,F,0,24,北京,1,0,0,0
新车,F,0,24,北京,1,2,2680.9,1340.45
新车,F,0,24,北京,1,0,0,0
新车,F,0,24,北京,1,0,0,0
新车,F,0,24,北京,1,4,8442.2,2110.55
新车,F,0,24,北京,1,2,3138.2,1569.1
新车,F,0,24,北京,1,3,1176.4,392.1333333
新车,F,0,24,北京,1,0,0,0
新车,F,0,24,北京,1,2,4760,2380
新车,F,0,24,北京,1,0,0,0
新车,F,0,24,上海,1,1,1462,1462
新车,F,0,24,上海,1,1,1700,1700
新车,F,0,24,上海,1,1,1360,1360
新车,F,0,24,上海,1,0,0,0
新车,F,0,24,上海,1,1,892.5,892.5
新车,F,0,24,上海,1,2,3995,1997.5
新车,F,0,24,上海,1,0,0,0
新车,F,0,24,上海,1,1,892.5,892.5
新车,F,0,24,上海,1,0,0,0
新车,F,0,24,上海,1,0,0,0
新车,F,0,24,上海,1,0,0,0
新车,F,0,24,上海,1,0,0,0
新车,F,0,24,上海,1,0,0,0
新车,F,0,24,上海,1,0,0,0
新车,F,0,24,上海,1,1,1445,1445
新车,F,0,24,天津,1,0,0,0
新车,F,0,24,天津,1,0,0,0
新车,F,0,24,天津,1,0,0,0
新车,F,0,24,重庆,1,1,153,153
新车,F,0,24,重庆,1,0,0,0
新车,F,0,24,重庆,1,0,0,0
新车,F,0,24,重庆,1,1,1020,1020
新车,F,0,24,重庆,1,1,935,935
新车,F,0,24,重庆,1,0,0,0
新车,F,0,24,重庆,1,0,0,0
新车,F,0,24,重庆,1,0,0,0
新车,F,0,25,北京,1,2,3740,1870
新车,F,0,25,北京,1,1,1173,1173
新车,F,0,25,北京,1,1,2865.35,2865.35
新车,F,0,25,北京,1,0,0,0
新车,F,0,25,北京,1,1,2839,2839
新车,F,0,25,北京,1,1,310.25,310.25
新车,F,0,25,北京,1,1,9380,9380
新车,F,0,25,北京,1,0,0,0
新车,F,0,25,北京,1,2,1454.35,727.175
新车,F,0,25,北京,1,1,1147.5,1147.5
新车,F,0,25,北京,1,0,0,0
新车,F,0,25,北京,1,3,1496,498.6666667
新车,F,0,25,北京,1,1,1360,1360
新车,F,0,25,北京,1,1,493,493
新车,F,0,25,北京,1,0,0,0
新车,F,0,25,北京,1,3,2724.25,908.0833333
新车,F,0,25,北京,1,1,850,850
新车,F,0,25,北京,1,0,0,0
新车,F,0,25,北京,1,0,0,0
新车,F,0,25,北京,1,1,1360,1360
新车,F,0,25,北京,1,2,1753.56,876.78
新车,F,0,25,北京,1,0,0,0
新车,F,0,25,北京,1,0,0,0
新车,F,0,25,上海,1,1,1020,1020
新车,F,0,25,上海,1,0,0,0
新车,F,0,25,上海,1,1,361.25,361.25
新车,F,0,25,上海,1,1,765,765
新车,F,0,25,上海,1,0,0,0
新车,F,0,25,上海,1,0,0,0
新车,F,0,25,上海,1,1,2295,2295
新车,F,0,25,上海,1,0,0,0
新车,F,0,25,上海,1,1,875.5,875.5
新车,F,0,25,上海,1,2,2125,1062.5
新车,F,0,25,上海,1,0,0,0
新车,F,0,25,上海,1,2,2380,1190
新车,F,0,25,天津,1,0,0,0
新车,F,0,25,天津,1,1,1870,1870
新车,F,0,25,天津,1,1,3413.6,3413.6
新车,F,0,25,天津,1,0,0,0
新车,F,0,25,重庆,1,0,0,0
新车,F,0,25,重庆,1,0,0,0
新车,F,0,25,重庆,1,1,1213.8,1213.8
新车,F,0,25,重庆,1,2,1190,595
新车,F,0,25,重庆,1,0,0,0
新车,F,0,25,重庆,1,2,2581.45,1290.725
新车,F,0,25,重庆,1,0,0,0
新车,F,0,25,重庆,1,0,0,0
新车,F,0,25,重庆,1,1,935,935
新车,F,0,25,重庆,1,0,0,0
新车,F,0,25,重庆,1,3,1785,595
新车,F,0,25,重庆,1,0,0,0
新车,F,0,25,重庆,1,1,6948.75,6948.75
新车,F,0,26,北京,1,0,0,0
新车,F,0,26,北京,1,0,0,0
新车,F,0,26,北京,1,1,187,187
新车,F,0,26,北京,1,0,0,0
新车,F,0,26,北京,1,0,0,0
新车,F,0,26,北京,1,0,0,0
新车,F,0,26,北京,1,1,1032.75,1032.75
新车,F,0,26,北京,1,1,1823.25,1823.25
新车,F,0,26,北京,1,0,0,0
新车,F,0,26,北京,1,2,1054.85,527.425
新车,F,0,26,北京,1,0,0,0
新车,F,0,26,北京,1,0,0,0
新车,F,0,26,北京,1,0,0,0
新车,F,0,26,北京,1,1,1383.8,1383.8
新车,F,0,26,北京,1,1,6800,6800
新车,F,0,26,北京,1,0,0,0
新车,F,0,26,北京,1,0,0,0
新车,F,0,26,北京,1,0,0,0
新车,F,0,26,北京,1,0,0,0
新车,F,0,26,上海,1,1,552.5,552.5
新车,F,0,26,上海,1,1,1717,1717
新车,F,0,26,上海,1,1,212.5,212.5
新车,F,0,26,上海,1,1,1020,1020
新车,F,0,26,上海,1,2,1997.5,998.75
新车,F,0,26,天津,1,0,0,0
新车,F,0,26,天津,1,0,0,0
新车,F,0,26,天津,1,1,5590.45,5590.45
新车,F,0,26,天津,1,0,0,0
新车,F,0,26,重庆,1,1,1086.3,1086.3
新车,F,0,26,重庆,1,0,0,0
新车,F,0,26,重庆,1,0,0,0
新车,F,0,26,重庆,1,0,0,0
新车,F,0,26,重庆,1,0,0,0
新车,F,0,26,重庆,1,0,0,0
新车,F,0,26,重庆,1,0,0,0
新车,F,0,26,重庆,1,1,1457.75,1457.75
新车,F,0,26,重庆,1,0,0,0
新车,F,0,26,重庆,1,0,0,0
新车,F,0,26,重庆,1,0,0,0
新车,F,0,27,北京,1,1,969.5,969.5
新车,F,0,27,北京,1,0,0,0
新车,F,0,27,北京,1,1,1955,1955
新车,F,0,27,北京,1,1,1360,1360
新车,F,0,27,北京,1,1,2103.75,2103.75
新车,F,0,27,北京,1,0,0,0
新车,F,0,27,北京,1,0,0,0
新车,F,0,27,北京,1,0,0,0
新车,F,0,27,北京,1,0,0,0
新车,F,0,27,北京,1,1,749.7,749.7
新车,F,0,27,北京,1,1,1020,1020
新车,F,0,27,北京,1,1,374,374
新车,F,0,27,北京,1,3,4080,1360
新车,F,0,27,北京,1,2,1461.15,730.575
新车,F,0,27,北京,1,0,0,0
新车,F,0,27,北京,1,1,595,595
新车,F,0,27,北京,1,0,0,0
新车,F,0,27,北京,1,1,297.5,297.5
新车,F,0,27,北京,1,1,2454.8,2454.8
新车,F,0,27,北京,1,1,255,255
新车,F,0,27,北京,1,2,1190,595
新车,F,0,27,北京,1,1,1955,1955
新车,F,0,27,北京,1,0,0,0
新车,F,0,27,北京,1,0,0,0
新车,F,0,27,北京,1,3,7553.1,2517.7
新车,F,0,27,北京,1,2,1683,841.5
新车,F,0,27,北京,1,0,0,0
新车,F,0,27,北京,1,0,0,0
新车,F,0,27,北京,1,1,1835.15,1835.15
新车,F,0,27,北京,1,0,0,0
新车,F,0,27,北京,1,1,3300.5,3300.5
新车,F,0,27,北京,1,2,3468,1734
新车,F,0,27,北京,1,1,2211.7,2211.7
新车,F,0,27,北京,1,4,3311.6,827.9
新车,F,0,27,北京,1,1,552.5,552.5
新车,F,0,27,北京,1,1,678.3,678.3
新车,F,0,27,北京,1,4,2465,616.25
新车,F,0,27,北京,1,0,0,0
新车,F,0,27,上海,1,2,4505,2252.5
新车,F,0,27,上海,1,1,867,867
新车,F,0,27,上海,1,1,807.5,807.5
新车,F,0,27,上海,1,0,0,0
新车,F,0,27,上海,1,2,1817.3,908.65
新车,F,0,27,上海,1,1,1487.5,1487.5
新车,F,0,27,上海,1,1,85,85
新车,F,0,27,上海,1,0,0,0
新车,F,0,27,上海,1,1,2252.5,2252.5
新车,F,0,27,上海,1,0,0,0
新车,F,0,27,上海,1,1,2167.5,2167.5
新车,F,0,27,天津,1,2,1147.5,573.75
新车,F,0,27,天津,1,1,3723,3723
新车,F,0,27,天津,1,1,1700,1700
新车,F,0,27,天津,1,1,459,459
新车,F,0,27,天津,1,0,0,0
新车,F,0,27,重庆,1,0,0,0
新车,F,0,27,重庆,1,0,0,0
新车,F,0,27,重庆,1,0,0,0
新车,F,0,27,重庆,1,2,2775.25,1387.625
新车,F,0,27,重庆,1,1,490,490
新车,F,0,27,重庆,1,0,0,0
新车,F,0,27,重庆,1,0,0,0
新车,F,0,27,重庆,1,0,0,0
新车,F,0,27,重庆,1,0,0,0
新车,F,0,27,重庆,1,0,0,0
新车,F,0,27,重庆,1,0,0,0
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,3,3752,1250.666667
新车,F,0,28,北京,1,1,850,850
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,3,2163.25,721.0833333
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,1,442,442
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,1,578,578
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,2,1725.5,862.75
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,1,165.75,165.75
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,2,1181.5,590.75
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,1,493,493
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,1,807.5,807.5
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,1,935,935
新车,F,0,28,北京,1,2,960,480
新车,F,0,28,北京,1,2,780.3,390.15
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,3,3103.35,1034.45
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,北京,1,0,0,0
新车,F,0,28,上海,1,1,1428,1428
新车,F,0,28,上海,1,0,0,0
新车,F,0,28,上海,1,0,0,0
新车,F,0,28,上海,1,1,850,850
新车,F,0,28,上海,1,1,1190,1190
新车,F,0,28,上海,1,0,0,0
新车,F,0,28,上海,1,0,0,0
新车,F,0,28,上海,1,1,1351.5,1351.5
新车,F,0,28,上海,1,0,0,0
新车,F,0,28,上海,1,1,765,765
新车,F,0,28,上海,1,2,6800,3400
新车,F,0,28,上海,1,1,2363,2363
新车,F,0,28,天津,1,0,0,0
新车,F,0,28,天津,1,2,3612.5,1806.25
新车,F,0,28,天津,1,1,2629.05,2629.05
新车,F,0,28,重庆,1,1,1445,1445
新车,F,0,28,重庆,1,0,0,0
新车,F,0,28,重庆,1,0,0,0
新车,F,0,28,重庆,1,0,0,0
新车,F,0,28,重庆,1,0,0,0
新车,F,0,28,重庆,1,2,765,382.5
新车,F,0,28,重庆,1,0,0,0
新车,F,0,28,重庆,1,1,1275,1275
新车,F,0,28,重庆,1,0,0,0
新车,F,0,28,重庆,1,1,1190,1190
新车,F,0,28,重庆,1,0,0,0
新车,F,0,28,重庆,1,0,0,0
新车,F,0,28,重庆,1,0,0,0
新车,F,0,28,重庆,1,1,365.5,365.5
新车,F,0,28,重庆,1,0,0,0
新车,F,0,28,重庆,1,1,3570,3570
新车,F,0,28,重庆,1,0,0,0
新车,F,0,28,重庆,1,0,0,0
新车,F,0,29,北京,1,0,0,0
新车,F,0,29,北京,1,2,1926.95,963.475
新车,F,0,29,北京,1,0,0,0
新车,F,0,29,北京,1,0,0,0
新车,F,0,29,北京,1,0,0,0
新车,F,0,29,北京,1,1,601.8,601.8
新车,F,0,29,北京,1,1,1700,1700
新车,F,0,29,北京,1,0,0,0
新车,F,0,29,北京,1,1,850,850
新车,F,0,29,北京,1,1,289,289
新车,F,0,29,北京,1,0,0,0
新车,F,0,29,北京,1,0,0,0
新车,F,0,29,北京,1,0,0,0
新车,F,0,29,北京,1,0,0,0
新车,F,0,29,北京,1,0,0,0
新车,F,0,29,北京,1,0,0,0
新车,F,0,29,北京,1,0,0,0
新车,F,0,29,北京,1,2,3908.3,1954.15
新车,F,0,29,北京,1,0,0,0
新车,F,0,29,北京,1,0,0,0
新车,F,0,29,北京,1,3,2785.45,928.4833333
新车,F,0,29,北京,1,0,0,0
新车,F,0,29,北京,1,2,790.5,395.25
新车,F,0,29,北京,1,2,4184.55,2092.275
新车,F,0,29,上海,1,0,0,0
新车,F,0,29,上海,1,2,1615,807.5
新车,F,0,29,上海,1,1,2380,2380
新车,F,0,29,上海,1,3,2737,912.3333333
新车,F,0,29,上海,1,1,935,935
新车,F,0,29,上海,1,2,1768,884
新车,F,0,29,上海,1,0,0,0
新车,F,0,29,上海,1,3,2210,736.6666667
新车,F,0,29,上海,1,0,0,0
新车,F,0,29,上海,1,1,1445,1445
新车,F,0,29,天津,1,0,0,0
新车,F,0,29,天津,1,1,1657.5,1657.5
新车,F,0,29,天津,1,0,0,0
新车,F,0,29,天津,1,0,0,0
新车,F,0,29,天津,1,0,0,0
新车,F,0,29,天津,1,0,0,0
新车,F,0,29,天津,1,0,0,0
新车,F,0,29,天津,1,1,280,280
新车,F,0,29,重庆,1,0,0,0
新车,F,0,29,重庆,1,2,2595.05,1297.525
新车,F,0,29,重庆,1,0,0,0
新车,F,0,29,重庆,1,1,773.5,773.5
新车,F,0,29,重庆,1,1,2566.15,2566.15
新车,F,0,29,重庆,1,0,0,0
新车,F,0,29,重庆,1,1,1124.55,1124.55
新车,F,0,29,重庆,1,2,1742.5,871.25
新车,F,0,29,重庆,1,5,2817.75,563.55
新车,F,0,29,重庆,1,0,0,0
新车,F,0,29,重庆,1,3,4608.7,1536.233333
新车,F,0,29,重庆,1,2,765,382.5
新车,F,0,29,重庆,1,2,7522.5,3761.25
新车,F,0,29,重庆,1,0,0,0
新车,F,0,30,北京,1,3,2011.5,670.5
新车,F,0,30,北京,1,1,1275,1275
新车,F,0,30,北京,1,1,1360,1360
新车,F,0,30,北京,1,0,0,0
新车,F,0,30,北京,1,1,595,595
新车,F,0,30,北京,1,0,0,0
新车,F,0,30,北京,1,0,0,0
新车,F,0,30,北京,1,0,0,0
新车,F,0,30,北京,1,0,0,0
新车,F,0,30,北京,1,0,0,0
新车,F,0,30,北京,1,1,3893,3893
新车,F,0,30,北京,1,1,5990.8,5990.8
新车,F,0,30,北京,1,1,5206.25,5206.25
新车,F,0,30,北京,1,0,0,0
新车,F,0,30,北京,1,1,5287,5287
新车,F,0,30,北京,1,1,1020,1020
新车,F,0,30,北京,1,5,9330.96,1866.192
新车,F,0,30,北京,1,0,0,0
新车,F,0,30,北京,1,1,2351.1,2351.1
新车,F,0,30,北京,1,2,1530.5,765.25
新车,F,0,30,北京,1,0,0,0
新车,F,0,30,北京,1,3,799,266.3333333
新车,F,0,30,北京,1,2,3221.5,1610.75
新车,F,0,30,北京,1,0,0,0
新车,F,0,30,北京,1,2,935,467.5
新车,F,0,30,北京,1,0,0,0
新车,F,0,30,北京,1,2,2180.25,1090.125
新车,F,0,30,北京,1,1,382.5,382.5
新车,F,0,30,北京,1,0,0,0
新车,F,0,30,北京,1,0,0,0
新车,F,0,30,北京,1,1,4625.7,4625.7
新车,F,0,30,北京,1,0,0,0
新车,F,0,30,北京,1,2,1457.75,728.875
新车,F,0,30,北京,1,0,0,0
新车,F,0,30,北京,1,0,0,0
新车,F,0,30,北京,1,0,0,0
新车,F,0,30,上海,1,0,0,0
新车,F,0,30,上海,1,1,382.5,382.5
新车,F,0,30,上海,1,2,1832.5,916.25
新车,F,0,30,上海,1,0,0,0
新车,F,0,30,上海,1,0,0,0
新车,F,0,30,上海,1,0,0,0
新车,F,0,30,上海,1,0,0,0
新车,F,0,30,上海,1,1,1360,1360
新车,F,0,30,上海,1,2,1717.5,858.75
新车,F,0,30,上海,1,4,5950,1487.5
新车,F,0,30,上海,1,0,0,0
新车,F,0,30,天津,1,0,0,0
新车,F,0,30,天津,1,0,0,0
新车,F,0,30,天津,1,0,0,0
新车,F,0,30,天津,1,1,255,255
新车,F,0,30,天津,1,0,0,0
新车,F,0,30,重庆,1,1,1501.95,1501.95
新车,F,0,30,重庆,1,0,0,0
新车,F,0,30,重庆,1,0,0,0
新车,F,0,30,重庆,1,1,340,340
新车,F,0,30,重庆,1,0,0,0
新车,F,0,30,重庆,1,1,382.5,382.5
新车,F,0,30,重庆,1,0,0,0
新车,F,0,30,重庆,1,0,0,0
新车,F,0,30,重庆,1,0,0,0
新车,F,0,30,重庆,1,1,425,425
新车,F,0,30,重庆,1,1,510,510
新车,F,0,30,重庆,1,0,0,0
新车,F,0,30,重庆,1,0,0,0
新车,F,0,30,重庆,1,1,4453.15,4453.15
新车,F,0,30,重庆,1,0,0,0
新车,F,0,30,重庆,1,0,0,0
新车,F,0,30,重庆,1,0,0,0
新车,F,0,31,北京,1,0,0,0
新车,F,0,31,北京,1,0,0,0
新车,F,0,31,北京,1,0,0,0
新车,F,0,31,北京,1,0,0,0
新车,F,0,31,北京,1,3,1738.25,579.4166667
新车,F,0,31,北京,1,1,255,255
新车,F,0,31,北京,1,0,0,0
新车,F,0,31,北京,1,1,3060,3060
新车,F,0,31,北京,1,0,0,0
新车,F,0,31,北京,1,0,0,0
新车,F,0,31,北京,1,0,0,0
新车,F,0,31,北京,1,1,630,630
新车,F,0,31,北京,1,0,0,0
新车,F,0,31,北京,1,1,229.5,229.5
新车,F,0,31,北京,1,0,0,0
新车,F,0,31,北京,1,0,0,0
新车,F,0,31,北京,1,0,0,0
新车,F,0,31,北京,1,0,0,0
新车,F,0,31,北京,1,0,0,0
新车,F,0,31,北京,1,0,0,0
新车,F,0,31,北京,1,1,1020,1020
新车,F,0,31,北京,1,1,5312.5,5312.5
新车,F,0,31,北京,1,0,0,0
新车,F,0,31,北京,1,0,0,0
新车,F,0,31,北京,1,0,0,0
新车,F,0,31,北京,1,3,5359.25,1786.416667
新车,F,0,31,北京,1,0,0,0
新车,F,0,31,北京,1,2,2343.45,1171.725
新车,F,0,31,北京,1,0,0,0
新车,F,0,31,北京,1,0,0,0
新车,F,0,31,北京,1,3,3468,1156
新车,F,0,31,上海,1,2,4717.5,2358.75
新车,F,0,31,上海,1,2,3238.5,1619.25
新车,F,0,31,上海,1,1,850,850
